,Unnamed: 0,id,correct_answer,question,answer0,answer1,answer2,numResults_answer0,numResults_answer1,numResults_answer2,numResults_Qanswer0,numResults_Qanswer1,numResults_Qanswer2,numResults_Q,numResults_Qanswer0_quoted,numResults_Qanswer1_quoted,numResults_Qanswer2_quoted,appearances_answer0,appearances_answer1,appearances_answer2
1171,1228,992935374564528128,Brain Damage,The lyric “dark side of the moon” is sung in what Pink Floyd song?,Brain Damage,Eclipse,Any Colour You Like,16700000,61300000,92200000,7010,17300,50400,71200,5240,16800,2660,2,2,1
1172,1229,992935045408198656,Seattle Slew,Which of these Triple Crown-winning horses ran the Kentucky Derby the fastest?,War Admiral,American Pharoah,Seattle Slew,5130000,536000,105000,2290,5320,2480,12100,1540,5370,2970,0,0,1
1173,1230,992934845939617793,Transnistria,Which of these disputed territories is NOT claimed by the nation of Georgia?,Transnistria,Abkhazia,South Ossetia,708000,1170000,587000,5030,14500,17000,2160000,9140,13100,18000,0,1,0
1174,1231,992934624765595648,Widdershins,Which of these words means the opposite of “deasil”?,Catty-corner,Widdershins,Clockwise,99700,37900,4700000,10,356,448,851,8,132,152,0,3,7
1175,1232,992934459073875968,Galilean,The first moons discovered orbiting a planet other than Earth are known as what?,Newtonian,Galilean,Copernican,10300000,277000,2080000,56900,197000,29700,1360000,14000,12300,8630,0,0,0
1176,1233,992934114457214977,Computer,For what object did “Time” magazine bend the rules for its “Person of the Year” award?,Mirror,Television,Computer,131000000,339000000,452000000,54600,1400,1700,72600,128,1260,1250,0,1,3
1177,1234,992933929828212736,$1000,"When used as a slang term for money, how much is a “rack”?",$20,$100,$1000,32300000,89500000,27600000,12500,3080,13600,168000,2770,13800,10100,0,0,0
1178,1235,992933795052613632,Ernst Mach,The speed of sound is named for what Austrian physicist?,Hans Warp,Klaus Züm,Ernst Mach,621000,8950000,220000,2650,1520,1540,354000,0,0,882,0,0,8
1179,1236,992933659324899328,Darts,In what sport would you most likely use the term “bullseye”?,Golf,Shuffleboard,Darts,191000000,641000,31900000,57300,2720,47400,1380000,66600,2410,35500,0,0,3
1180,1237,992933263663616000,Up,In which of these directions can most standard elevators travel?,North by northwest,Up,Left,49900000,3740000000,355000000,775000,406000,743000,458000,3750,1040000,99800,0,2,1
1181,1238,992576660854792192,Financial services,The company whose stock symbol is simply “V” mainly provides which of these?,Phone services,Cable TV,Financial services,1260000000,82300000,971000000,1920000,707000,1320000,4250000,6390,6570,25500,0,0,0
1182,1239,992576403114790914,Yellow / white,What colors dominate the flag of the world’s smallest nation?,Yellow / white,Red / white,Blue / white,673000000,1210000000,1660000000,258000,30200,29000,46700,2810,1770,5720,0,0,0
1183,1240,992576222583578625,Henry Wilson,Which of these people served as vice president under the person on the US $50 bill?,Aaron Burr,Andrew Johnson,Henry Wilson,898000,40700000,23300000,12300,564000,291000,698000,375,4170,171,0,0,0
1184,1241,992576040915603456,Impact,Which of these MLS soccer teams does NOT play its home games in the US?,Sounders,Timber,Impact,2860000,36200000,169000000,85800,326000,1230000,2760000,88000,29400,755000,0,0,0
1185,1242,992575881683103744,Onion,"By definition, if a Middle Eastern dish has dopiaza in its name, it will include what ingredient?",Onion,Tomato,Rice,48000000,41700000,117000000,719,668,729,765,541,544,783,3,0,6
1186,1243,992575526048096257,Wrench,Which of these is a weapon in the classic version of the board game Clue?,Wrench,Poison,Baseball bat,14100000,30000000,20900000,150000,82100,313000,757000,5910,36500,19200,0,0,0
1187,1244,992575386771959808,Sinister,What synonym for “evil” comes from an old term referring to the left-hand side?,Sinister,Depraved,Malevolent,12000000,1290000,1440000,33500,4960,4220,740000,7210,2950,16500,8,0,0
1188,1245,992575207176130560,Block and tackle,Which phrase consists of two football terms AND describes an arrangement of pulleys?,Snap and line,Punt and down,Block and tackle,56200000,1860000,8380000,9380,3740,173,18700,0,0,47,0,0,0
1189,1246,992575081535672321,Oaks,"If planted properly, what kind of trees will acorns grow into?",Oaks,Willows,Pines,105000000,29900000,53300000,37800,15200,48000,336000,32700,3430,24200,2,0,0
1190,1247,992574929748086786,Gasoline,Modern automobiles typically run on which of these?,Candle wax,Gasoline,Hand-wound springs,10300000,29000000,4600000,7590000,806000,2350000,8720000,18000,736000,7,0,0,0
1191,1248,992574675917201408,Tortilla,Which of these kinds of chips would you use to make nachos?,Tortilla,Poker,Bargaining,15300000,24300000,32200000,1170000,24400,42600,1170000,888000,41000,4510,6,0,0
1192,1249,992481600251334659,Age,Which of these divisions of geologic time is the shortest?,Era,Epoch,Age,282000000,6650000,389000000,94300,51700,69400,223000,251000,9380,370000,11,8,7
1193,1250,992481451915571201,Deion Sanders,What athlete has played in the championship games of both the NFL and MLB?,Bo Jackson,Deion Sanders,Brian Jordan,7440000,942000,26300000,70500,18600,97700,8150000,15400,14200,566,3,2,0
1194,1251,992481233706934274,Connect Four,A centuries-old game called “Captain’s Mistress” is now often sold under what name?,Battleship,Yahtzee,Connect Four,6840000,2820000,58900000,10,5,102,100,10,9,35,0,0,9
1195,1252,992480903791304705,Window,"By definition, which of these would you need to “defenestrate” a prized belonging?",Law degree,Window,Swimming pool,173000000,505000000,75900000,553,6,549,6,0,5,9,0,0,0
1196,1253,992480743363436545,MC Escher,The works of which artist are often used to illustrate the concept of tessellation?,Claude Monet,MC Escher,Pablo Picasso,3540000,704000,4640000,3710,15800,14100,332000,1360,15900,3650,0,0,0
1197,1254,992480566745489409,Michael Bolton,With which of the following artists has Sting NOT recorded a song?,Rod Stewart,Shaggy,Michael Bolton,8510000,9880000,6110000,8860000,9430000,86600,10500000,8370000,9980000,31100,0,5,0
1198,1255,992480365246902273,Kerning,What is the term in typography for adjusting the spacing between characters to create the best look?,Kerning,Blocking,Strafing,328000,23000000,2480000,44400,49600000,16700,247000000,32500,2570000,5350,14,0,0
1199,1256,992480218886615040,Sunny side up,Eggs that are fried without being flipped over are typically described how?,Sunny side up,Soft boiled,Over medium,23700000,7350000,246000000,38500,264000,124000,801000,6710,4950,35400,2,0,2
1200,1257,992480054847442945,Tragedies,Which is one of the three categories of Shakespeare’s plays?,Technothrillers,Tragedies,Single-camera sitcoms,59700,6950000,1170000,9660,1620000,160000,15700000,9640,82400,309,0,7,0
1201,1258,992479907425996802,Fastest runner,Who typically wins a marathon?,Fastest runner,Loudest yeller,Messiest eater,9490000,2010,3930,557000,19400,44000,113000,1930,0,5,0,0,0
1202,1259,992210307970949121,Ares,"In Greek mythology, who abandoned his mother and sister to fight alongside the Trojans?",Achilles,Odysseus,Ares,10500000,3960000,11000000,18400,21500,45600,8950,17300,10800,11000,4,0,4
1203,1260,992210060586749952,Awards show,Which of these did Beyoncé use to announce her first pregnancy?,Her official website,Instagram,Awards show,157000000,1290000000,621000000,10600000,8730000,10200000,2680000,2310,7190000,32900,0,3,0
1204,1261,992209675381854208,Idioteque,Which of these songs was recorded by a band originally named “On A Friday”?,Idioteque,Creeping,Just Like Heaven,26600,4000000,38400000,117,20200,182000,79800,116,7080,298,0,0,0
1205,1262,992209514991706115,Lager,Which of these terms accurately describes America’s three most popular beer brands as of 2017?,Lager,Ale,IPA,31400000,36000000,13000000,26800,39900,15000,3220000,21100,32000,22900,2,2,0
1206,1263,992209293486317569,Turtleneck,Which of these shirts would an Australian most likely call a “skivvy”?,Turtleneck,Sleeveless T-shirt,Crop top,5680000,13200000,153000000,1790,868,2350,5020,1690,5,862,2,0,0
1207,1264,992209127849054209,Event Horizon,Which of these sci-fi movie titles is also a scientific term that applies to black holes?,Ex Machina,Solaris,Event Horizon,3040000,5050000,63000000,36900,31000,485000,4150000,27900,23300,16900,0,0,0
1208,1265,992208944826322945,St. Bernard,Which breed of dog is NOT named in part for an island?,Sheltie,St. Bernard,Maltese,556000,14300000,14200000,29500,71200,248000,3090000,9620,29400,57200,0,0,0
1209,1266,992208783429525504,Yellow,The leading racer in the Tour de France typically wears what color?,Black,Yellow,Green,2010000000,1050000000,1850000000,3040000,945000,1240000,1490000,1350000,661000,1490000,1,10,3
1210,1267,992208595075981320,Prosecution,"In a trial, who is charged with proving guilt?",Prosecution,Defense,Judge,24400000,78500000,248000000,827000,963000,320000,1150000,498000,108000,241000,3,3,2
1211,1268,992208436153782274,French,"If you are about to use foul language, you might say “pardon my” what?",French,Screaming,Grandmother,663000000,54900000,21700000,52100,43900,20000,257000,58100,15600,11500,22,0,0
1212,1269,992208289571143682,Bee,"Muhammad Ali famously said he could “float like a butterfly, sting like a” what?",Jellyfish,Bee,Personal insult,5360000,76100000,8380000,85,10800,1190,11900,9,10800,1,0,15,0
1213,1270,992119453352693760,1620,What date is inscribed on the granite waterfront monument in Massachusetts’ Pilgrim Memorial State Park?,1620,1492,1776,14600000,9540000,11300000,211,2280,149,8590,181,2140,144,0,0,0
1214,1271,992118634519650305,Kickstarter,Which of these tech companies does NOT have the same CEO as the other two?,Kickstarter,Square,Twitter,12700000,446000000,1660000000,507000,10300000,41100000,73700000,450000,3390000,37600000,0,0,0
1215,1272,992118482807545857,Merv Griffin,A character on “Seinfeld” once found the discarded set of what TV show host?,Merv Griffin,Johnny Carson,Jerry Springer,96600,5250000,1790000,118,950,3680,7290,769,579,109,5,0,0
1216,1273,992118321519656966,South Africa,Which of these places is naturally home to penguins?,Alaska,South Africa,Mongolia,48800000,258000000,107000000,310000,311000,55400,697000,298000,74200,15000,0,0,0
1217,1274,992118167207137281,Beaver,What is NOT one of Pittsburgh’s “Three Rivers”?,Ohio,Beaver,Allegheny,67800000,16000000,2110000,67500,25100,46500,93600,65200,24800,38500,0,0,1
1218,1275,992118015784312835,Goat,What animal’s kid is literally called a “kid”?,Sheep,Kangaroo,Goat,27800000,10300000,38100000,790000,202000,601000,5580000,505000,88600,475000,0,0,2
1219,1276,992117815640514561,Truck,"If a British person asks to use your “lorry,” what do they want to use?",Skateboard,Truck,Bathroom,36700000,256000000,86700000,36600,478000,267000,1770000,8530,380000,48400,0,4,0
1220,1277,992117671545143297,Kenny,"What cartoon character repeatedly perishes on “South Park,” only to return every time?",Darkwing Duck,Jon Snow,Kenny,421000,9040000,18900000,5,201,80,676,5,6,79,0,0,5
1221,1278,992117543879041026,Empire State Building,What structure did King Kong famously climb?,Mount Everest,Empire State Building,Hogwarts,4540000,14900000,7720000,6480,23200,7220,29400,161,354,1670,0,4,0
1222,1279,991847564856123392,Peanut,"In the 1920s, a man notoriously pushed what to the top of Pikes Peak using only his nose?",Gumball,Peanut,FDR campaign button,5970000,37700000,23900,716,7840,3090,15700,0,6,0,0,0,0
1223,1280,991847037485420544,Nigeria,The current capital city of which country was NOT its capital in 1990?,Nigeria,Côte d’Ivoire,Burkina Faso,114000000,45100000,38100000,991000,76900,229000,8160000,698000,73000,69900,0,0,0
1224,1281,991846894585372672,John McCain,What US senator had a cameo in the comedy “Wedding Crashers”?,Joe Lieberman,John McCain,Patrick Leahy,416000,5920000,513000,36,135,98,5900,62,499,22,0,3,0
1225,1282,991846684018720769,Bryan Williams,What is the real name of the co-founder of Cash Money Records?,Dwayne Carter,Sean Combs,Bryan Williams,1070000,1510000,16500000,91700,196000,1710000,11000000,1470,11400,2180,0,0,1
1226,1283,991846547997552640,Temple Mount,In what holy location would you find the Dome of the Rock?,Mount Sinai,Temple Mount,Mount of Olives,2450000,12600000,5620000,20900,678000,117000,1840000,14800,43900,17600,0,6,0
1227,1284,991846360423936000,Opportunity,What is the name of the robot that has spent more than 10 Earth years exploring Mars?,Spirit,Pathfinder,Opportunity,134000000,10200000,1100000000,326000,27600,43300,106000,35400,27600,218000,8,0,1
1228,1285,991846222372712449,Man,"In Richard Connell’s famous short story “The Most Dangerous Game,” what is being hunted?",Whale,Man,Hound,22800000,1230000000,11700000,844,2330,1020,2650,106,2040,619,0,2,1
1229,1286,991846087978897408,Sarsaparilla,Which of these roots is often used to make naturally flavored root beer?,Ginseng,Sarsaparilla,Cassava,3020000,116000,1230000,43100,2920,38500,726000,8280,5280,16200,0,1,0
1230,1287,991845938418208769,Buck,Which of these names is also a term that refers to a male deer?,Gary,Buck,Alfredo,104000000,80600000,15100000,349000,599000,320000,1300000,453000,89400,38500,0,6,0
1231,1288,991845774345494529,Hot water,Which of these is an important ingredient in making coffee?,Bike chain lubricant,Hot water,Brown mustard,1050000,258000000,15800000,190000,4420000,587000,9890000,7,5110000,9000,0,0,0
1232,1289,991757142720950272,Uzbekistan,A direct flight from Bishkek to Ashgabat will nearly pass over which country’s capital?,Uzbekistan,Kazakhstan,Afghanistan,43600000,50400000,63800000,996,1050,704,4110,3380,1010,627,2,6,0
1233,1290,991756919009431553,8.3 minutes,About how long does light from our Sun take to reach Earth?,8.3 minutes,3.8 minutes,38 seconds,6440000,22800000,51400000,599000,295000,3010000,10100000,867,65,2880,0,0,0
1234,1291,991756704051351557,Tennessee,Which of these US states has the most official state songs?,West Virginia,Tennessee,Texas,56100000,38400000,409000000,1700000,2490000,4240000,39400000,271000,1110000,1770000,3,0,0
1235,1292,991756486031261697,Alien,What long-running science fiction franchise began aboard the spacecraft Nostromo?,Star Trek,Alien,Planet of the Apes,35400000,57800000,5370000,1800,1220,960,2330,526,1210,91,0,19,0
1236,1293,991756251053854721,John F. Kennedy,"Of the US presidents born in the 20th century, who held office first?",Dwight D. Eisenhower,John F. Kennedy,Lyndon B. Johnson,1280000,32500000,1500000,169000,2090000,8000000,32400000,56300,194000,56100,0,0,0
1237,1294,991756092156862464,Soccer,“Association football” is the British term for a sport typically known as what in the US?,Football,Rugby,Soccer,202000000,45100000,118000000,32200,20500,24300,41000,32200,15400,27500,28,4,18
1238,1295,991755907943096320,French Montana,"Despite his name, which of these musicians is actually from Morocco?",French Montana,Flo Rida,Bruno Mars,17400000,345000000,25800000,15800,108000,37100,191000,1510,2510,2900,0,0,0
1239,1296,991755756302163969,Nectarine,What fruit is also sometimes known as a “fuzzless peach”?,Orange,Nectarine,Pomegranate,1160000000,1360000,9810000,51,49,9,82,42,74,5,0,14,0
1240,1297,991755608104857600,Alpaca,Which of these species is the closest relative of the llama?,Hamster,Alpaca,Rhinoceros,16600000,6680000,2950000,8000,15100,7230,47100,12300,18000,4880,0,9,0
1241,1298,991755453003632644,CEO,Which of these titles typically wields the most power at a corporation?,CIO,CFO,CEO,12000000,40400000,104000000,15600,4910,712000,2090000,13500,6820,751000,0,0,2
1242,1299,991755278277402624,Turf,A dinner combining seafood and red meat is called “surf and” what?,Smurf,Turf,Nerf,4130000,17000000,10100000,421,20400,393,22400,203,7940,371,0,21,0
1243,1300,991755145137532928,Leg,Which of these body parts is also a common part of a chair?,Spleen,Leg,Uvula,3520000,206000000,477000,17000,2120000,4100,5610000,13600,1270000,3150,0,0,0
1244,1301,991485429248602112,Mouthwash,"The phrase “always a bridesmaid, never a bride” was popularized by an ad campaign for what?",Detergent,Lingerie,Mouthwash,10700000,99400000,2370000,0,4,6,23,0,5,8,0,0,2
1245,1302,991485094094426112,Finland,The 1980 US hockey team won the gold medal by defeating which country in the final game?,Finland,Canada,Soviet Union,89000000,458000000,29700000,33000,80500,8260,34500,4710,14700,5650,5,3,4
1246,1303,991484927102373888,Pulitzer,Which of these prizes did author Annie Proulx NOT earn for “Brokeback Mountain”?,Pulitzer,National Magazine Award,O. Henry,11000000,96900000,38800000,1480,1660,3900,5090,1210,63,263,3,0,0
1247,1304,991484754133442568,Sylvester the Cat,What classic cartoon character’s catchphrase refers to a dish of corn and lima beans?,Sylvester the Cat,Popeye,Mighty Mouse,7310000,4560000,3090000,1680,1070,325,924,35,40,5,1,0,0
1248,1305,991484573753233408,Slovenia,Which of these nations shares a border with Italy?,Serbia,Slovakia,Slovenia,57600000,53100000,112000000,621000,349000,308000,4250000,421000,309000,216000,0,1,2
1249,1306,991484413182701568,Tomorrow Is Not Enough,Which of these phrases has NOT been the title of a James Bond film?,Tomorrow Is Not Enough,Live and Let Die,For Your Eyes Only,37200000,92500000,432000000,79500,1560000,1210000,800000,0,9940,17000,0,0,0
1250,1307,991484227207290881,October 15,"If you filed an extension on your individual US tax return this year, when is your new deadline?",October 15,August 15,June 15,242000000,807000000,424000000,1560000,738000,626000,3910000,72900,18200,77400,0,0,0
1251,1308,991484062543044609,Childbirth,Frenchman Fernand Lamaze came up with a popular technique for what?,Childbirth,Serving a tennis ball,Frying potatoes,18200000,2090000,4420000,6,1,346,8,2,0,0,1,0,0
1252,1309,991483878752780289,Filler cap,The arrow next to the gas gauge on a car dashboard is designed to point to what?,Oil gauge,Filler cap,Trunk,11300000,4440000,52200000,177000,326000,62200,412000,1180,7480,13300,0,1,0
1253,1310,991483719159607307,Equator,What is the name of the imaginary line at zero degrees latitude?,Prime Meridian,Equator,Tropic of Capricorn,1060000,7560000,206000,6870,13300,2450,49000,6360,27800,3040,5,11,0
1254,1311,991483527035277313,Wood,"According to old superstition, in order to avoid a jinx you should knock on what?",Wood,Your neighbor’s window,The Mona Lisa,407000000,19000000,26500000,7530,552,323,2490,6610,0,4,17,0,0
1255,1312,991483390594609152,Pop,Michael Jackson was known as the King of what?,Breakfast,Pop,Bahrain,130000000,406000000,57300000,2380000,9040000,348000,17100000,1570000,9280000,69900,0,18,0
1256,1313,991394675033600000,Philip,The actor behind which “Fresh Prince” character also had a long career voicing cartoon villains?,Carlton,Philip,Geoffrey,12900000,85100000,9000000,1020,8780,1900,8720,971,1230,1930,0,1,0
1257,1314,991394309843890176,China,The two sides of the Great Wall of China face China and what?,Russia,Mongolia,China,808000000,107000000,351000000,4200000,641000,14800000,15000000,1480000,557000,19000000,0,0,18
1258,1315,991394122610114562,Greyhound,Which of these dogs is thought to NOT get its name from its color?,Chocolate Lab,Golden Retriever,Greyhound,24300000,7460000,14500000,10300000,1160000,1020000,34000000,74900,751000,753000,0,0,0
1259,1316,991393978955259905,Recto,"In publishing, what is typically found next to “verso”?",Bolus,Menta,Recto,1510000,2660000,2660000,392,33400,31800,58500,372,354,15200,0,0,4
1260,1317,991393794951180289,New Orleans,Which of these cities’ NBA teams has a bird as a mascot?,Memphis,New Orleans,Charlotte,51900000,28900000,75900000,16800,43700,18800,103000,15300,35000,34000,0,2,0
1261,1318,991393631532670976,Washington Monument,Eliza Schuyler Hamilton helped raise money to build what DC landmark?,Jefferson Memorial,Washington Monument,Ford’s Theater,6230000,15900000,409000,11700,1030,95,1960,62,50,7,0,2,0
1262,1319,991393471511527424,Gingham,Which of these fabrics is most closely associated with picnics?,Tulle,Gingham,Seersucker,7700000,6390000,1340000,33300,48200,8150,98800,55100,32600,7750,0,0,0
1263,1320,991393311947665411,Lance Ito,What judge oversaw the 1994-95 trial of OJ Simpson?,Lance Ito,Joe Brown,Mills Lane,534000,85900000,8580000,52,8,6,528,2,7,1,1,0,0
1264,1321,991393165490966528,Aladdin,Which of these animated movies featured the song “A Whole New World”?,Aladdin,Toy Story,An American Tail,8250000,82200000,38900000,51000,65800,31300,65800,49200,12300,814,8,0,0
1265,1322,991393015699787778,Jeeves,What “butler” lent his name to a popular 1990s search engine?,Mr. Belvedere,Jeeves,Malcolm,845000,482000,36200000,2700,1480,212,34400,2,15,17900,0,7,0
1266,1323,991392846379995136,Flute,The word “flauta” literally translates to what in English?,Flimsy taco,Flute,Flux capacitor,16900,14200000,846000,256,637,215,1490,2,3390,1,0,5,0
1267,1324,991392705380012033,Yellow,What color are most official New York taxicabs?,Yellow,Rainbow,Red / White / Blue,1050000000,93000000,1480000000,73400,86700,575000,111000,28400,8960,433,13,0,0
1268,1325,991122982322999297,Chevy Chase,"Though they all ended quickly, which of these late-night hosts had the shortest run?",Magic Johnson,Pat Sajak,Chevy Chase,23300000,71300,1980000,810000,1060,8020,20100000,11000,380,2740,0,0,0
1269,1326,991122712646086656,"Skye, Scotland",Which of these is actually in the country of Scotland?,County of Scotland,Scotland Yard,"Skye, Scotland",15600000,5840000,2650000,4160000,1930000,531000,36200000,599,299000,57000,0,0,0
1270,1327,991122578684239872,Nintendo,Which of these video game companies first made playing cards?,Nintendo,Atari,Sega,31900000,5930000,11500000,1050000,328000,103000,35900000,1280000,317000,93200,21,0,0
1271,1328,991122385360302081,Northern Ireland,From where did the Titanic originally set sail?,United States,England,Northern Ireland,881000000,122000000,154000000,348000,555000,799000,72500,50600,53800,89100,0,1,0
1272,1329,991122206431285249,Cap,Which of these words can describe both a hat and a type of sleeve?,Cap,Tam,Bowler,365000000,83100000,6050000,1340000,32100,263000,1210000,1030000,24000,40600,1,0,0
1273,1330,991122046989021189,Picos de Europa,What European mountain range is named for its visibility to incoming American ships?,Pecos Bill,Picos de Europa,Pico de Gallo,577000,1750000,2970000,153,120,4200,54400,378,75,31,0,0,0
1274,1331,991121885730672640,C-Section,In which of these terms does the initial refer to the name of an emperor?,W-2,C-Section,Q Rating,1330000000,435000000,153000000,781000,696000,21900,1580000,9110,4120,48,0,0,0
1275,1332,991121658105749514,Third power,Another way to express the number 1000 is to write “ten to the” what?,Thousandth power,Tenth power,Third power,95700,11700000,88700000,12100,53900,204000,790,4,39,165,0,0,2
1276,1333,991121480091099141,Unfriend,Which of these words has won Oxford Dictionaries Word of the Year?,Hundo,Unfriend,Yassss,160000,303000,1810000,244,3350,3700,1220000,198,1930,230,0,0,0
1277,1334,991121354815672320,André,What was the name of the wrestling giant who starred in “The Princess Bride”?,Gerry,Mitch,André,17100000,23500000,71300000,4020,9420,8100,18500,360,334,2660,0,0,0
1278,1335,991121162800427008,Swan dive,What term refers to diving headfirst into a pool with arms wide open at the start?,Pig dive,Swan dive,Moose dive,1580000,838000,225000,734,399,130,6240,0,29,1,0,0,0
1279,1336,991121018759663617,Roll,"If your clothes catch fire, you are supposed to stop, drop, and what?",Think,Roll,Freak,1170000000,246000000,48100000,2930000,11500000,2030000,4810000,1500000,3330000,573000,0,16,0
1280,1337,991032324493053952,Computer chips,The element named from the Latin for “flint” is typically used to make what?,Explosives,Computer chips,Electrical wire,18800000,29300000,71500000,34500,34700,4410,127000,10600,53,474,0,0,0
1281,1338,991032057097785346,La Chorrera,Which city is NOT a terminus of the Panama Canal?,Colón,Panama City,La Chorrera,41700000,33300000,597000,106000,476000,3180,528000,10700,27500,3410,0,8,0
1282,1339,991031871835385857,Breakout,What classic video game was partly designed by founders of Apple Computer?,Defender,Asteroids,Breakout,55700000,9870000,11800000,269000,12100,129000,2890000,17900,20900,43100,0,0,0
1283,1340,991031710639935488,Shin,Which of these is both a body part and the phonetic pronunciation of a letter in the Hebrew alphabet?,Gimel,Heel,Shin,184000,56300000,41300000,1610,13000,1670,19300,1290,709,1340,0,0,1
1284,1341,991031558218899462,Gears,A “rack-and-pinion” assembly relies on what mechanical concept?,Hydraulics,Gears,Springs,33100000,212000000,521000000,9870,18500,8950,21200,2790,10300,3920,0,5,0
1285,1342,991031283211005953,Handball,Which sport does NOT have a US Open?,Tennis,Golf,Handball,96200000,191000000,14500000,92100000,47300000,1050000,587000000,43200000,38500000,822000,2,4,0
1286,1343,991031154944937984,Punctuate a sentence,What would you directly learn to do from the Chicago Manual of Style?,Punctuate a sentence,Kern a font,Accessorize a dress,73600,4600000,2190000,563000,40700,1070000,8790000,354,0,5,0,0,0
1287,1344,991031005480980481,Abraham Lincoln,Which of these people was president of the US during the Civil War?,Abraham Lincoln,Andrew Jackson,Ulysses S. Grant,8930000,33300000,939000,1690000,1040000,334000,10600000,1450000,121000,74200,5,0,0
1288,1345,991030883506442240,New Mexico,Which of these states lies farthest west?,New Mexico,North Carolina,New Jersey,209000000,186000000,162000000,65800,43400,41700,74700,164000,300000,296000,0,0,0
1289,2307,967052823048474624,Phillip,What is the first name of Holly Willoughby’s regular co-host on “This Morning”?,Pete,Phillip,Paul,63800000,97900000,542000000,55100,64600,68400,97900,6920,58100,63500,0,9,0
1290,2308,967052570299641862,The Oval,Which of these is the name of an English Test cricket ground?,The Oval,The Rectangle,The Trapezium,40600000,177000000,412000,282000,24100,7400,9870000,63900,3530,1130,0,0,0
1291,2309,967052410630934530,Armour,Which of these offers protection during a battle?,Scrunchie,Armour,Snapchat glasses,772000,38400000,15300000,10200,5690000,247000,30000000,4110,1120000,385,0,0,0
1292,2310,966782455737933824,Burton-upon-Trent,Where did the budget retailer Poundland open its first store in 1990?,Basildon,Blackpool,Burton-upon-Trent,1060000,3370000,869000,274,119,113,2930,14,625,108,0,0,0
1293,2311,966782218092806144,Athens,"Since 2004, the World Chess Federation has had its headquarters in which city?",Oslo,Geneva,Athens,35300000,19400000,66400000,6900,39300,10200,59100,27800,6400,47200,0,0,1
1294,2312,966782047103717377,El Salvador,Which of these countries does NOT have the same name as its capital city?,Luxembourg,Djibouti,El Salvador,130000000,35200000,72100000,1480000,772000,1790000,86600000,1050000,736000,1770000,0,0,0
1295,2313,966781820036673536,Out of Africa,For which of these movies did Meryl Streep NOT win an Oscar?,Out of Africa,Sophie's Choice,The Iron Lady,196000000,12300000,37400000,76600,47200,58200,737000,20200,12000,13200,0,0,0
1296,2314,966781646769975297,Marjoram,"In Rome, which of these ingredients is used to flavour ciabatta bread?",Oyster Sauce,Marjoram,Fermented Black Beans,8400000,657000,836000,3060,5440,1810,17800,618,432,43,0,0,0
1297,2315,966781360043159553,Lovestoned,"Which Justin Timberlake hit contains the line ""she's flawless like some uncut ice""?",Lovestoned,Senorita,Like I Love you,49100,2730000,904000000,1,0,1,1,1,0,0,0,0,0
1298,2316,966781164240494592,David Packard,With whom did William Hewlett co-found a multi-national IT company?,Bill Gates,David Packard,Steve Jobs,48500000,1600000,72600000,13100,30700,55100,353000,15700,1340,4270,1,5,1
1299,2317,966780975496785921,180,What is the maximum score a player can get in a turn of three darts?,100,250,180,1640000000,499000000,343000000,1280000,49300,36500,167000,557000,318000,23800,0,0,2
1300,2318,966780799306686464,Artful Dodger,How is Jack Dawkins better known in a classic 19th century novel?,BoJack Horseman,Julius Caesar,Artful Dodger,524000,5050000,315000,1210,5900,652,61600,1160,1050,2820,0,0,7
1301,2319,966780620079759363,Soviet Union,Armenia and Estonia are former members of which group of countries?,Soviet Union,United States,United Kingdom,29700000,881000000,864000000,555000,9240000,11000000,10300000,109000,9640000,15200000,5,0,0
1302,2320,966692180881563649,Richard Adams,Which of these authors was over 50 when his first novel was published?,Richard Adams,J.R.R. Tolkien,Robert Ludlum,24000000,2720000,95500,1560000,340000,26200,11200000,13200,108000,7360,0,0,0
1303,2321,966691727913488385,Groundhog,Which of these animals is NOT a marsupial?,Bandicoot,Groundhog,Opossum,3370000,1980000,1370000,12900,14200,51800,831000,9440,6930,36700,0,0,2
1304,2322,966691631025020933,Emily,"In an episode of “Friends”, what name was Ross supposed to say at his wedding ceremony instead of “Rachel”?",Julie,Elizabeth,Emily,48800000,219000000,101000000,244000,895000,683000,921000,229000,762000,497000,0,0,12
1305,2323,966691180250648577,Service,"As of 2017, which of these industries had the highest percentage of the UK's GDP?",Service,Travel,Construction,2060000000,1390000000,414000000,1550000,1230000,1630000,1700000,1540000,798000,526000,0,0,4
1306,2324,966690999966818305,Victoria,Which monarch laid the foundation stone at Balmoral Castle?,Edward VII,Victoria,William IV,5030000,189000000,16500000,17400,24100,25100,5700,2920,6540,1430,3,13,0
1307,2325,966690728603774978,Vortigern,Which character does Jude Law play in the movie “King Arthur: Legend of the Sword”?,Vortigern,Uther Pendragon,King Arthur,59400,48200,26600000,1870,572,8710,7940,1840,458,7920,6,0,18
1308,2326,966690489050324992,Leg,What part of the body is damaged if you break your tibia?,Leg,Arm,Scalp,206000000,254000000,14900000,972000,910000,21700,303000,146000,102000,17900,8,0,0
1309,2327,966690329838702593,Mushroom,“Chestnut” and “button” are types of which ingredient?,Grape,Carrot,Mushroom,28500000,20500000,33200000,28200,25800,12900,73200,21400,19000,24200,0,0,36
1310,2328,966690152847462400,Baton,Which object is usually in a conductor's hand during a performance?,Sleeping ferret,Baton,Box of tissues,403000,22200000,19800000,379,43800,101000,1310000,0,40500,1030,0,6,0
